backbone,method,split_index,setting,analysis_unit,attribute,metric,gap_max_minus_min,eligible_groups,patient_outcome_aggregation,patient_score_aggregation
vits16,joint_erased,1,external_full,patient,age_group,auprc,0.34911875168744416,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,age_group,brier,0.016783995426429832,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,age_group,ece,0.03933702483597874,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,age_group,sensitivity,0.06385118149824032,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,age_group,fpr,0.21884163067124884,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,age_group,fnr,0.06385118149824032,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,age_group,ppv,0.24088031353632802,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,sex_age,auroc,0.23775736520834567,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,sex_age,auprc,0.5351790314972591,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,sex_age,brier,0.0640934533646449,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,sex_age,ece,0.060845392409834845,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,sex_age,sensitivity,0.30681818181818177,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,sex_age,fpr,0.278749337572867,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,sex_age,fnr,0.30681818181818177,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,1,external_full,patient,sex_age,ppv,0.39104477611940297,6,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex,auroc,0.06002855717246236,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex,auprc,0.13837502140015223,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex,brier,0.00840836600538582,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex,ece,0.012749802780528587,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex,sensitivity,0.1060152874709206,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex,fpr,0.010847531453652914,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex,fnr,0.1060152874709206,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex,ppv,0.11815920398009952,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,age_group,auroc,0.06068494331652219,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,age_group,auprc,0.21743037935763598,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,age_group,brier,0.026504857664639375,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,age_group,ece,0.015943961604297924,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,age_group,sensitivity,0.09090909090909083,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,age_group,fpr,0.2693693693693694,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,age_group,fnr,0.09090909090909083,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,age_group,ppv,0.09915397631133671,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex_age,auroc,0.11848257006151752,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex_age,auprc,0.4053422879516509,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex_age,brier,0.03453546454903235,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex_age,ece,0.01069999406086555,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex_age,sensitivity,0.11931818181818177,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex_age,fpr,0.2327505827505827,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex_age,fnr,0.11931818181818177,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,internal_test,patient,sex_age,ppv,0.25986642380085,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex,auroc,0.0012984238391966496,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex,auprc,0.07496186143460448,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex,brier,0.012549012510392699,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex,ece,0.023561955767732942,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex,sensitivity,0.01831501831501825,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex,fpr,0.031038789303555636,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex,fnr,0.01831501831501825,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex,ppv,0.04432434496982662,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,age_group,auroc,0.08436700656868346,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,age_group,auprc,0.298562036163448,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,age_group,brier,0.022528755344892654,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,age_group,ece,0.04063590131996815,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,age_group,sensitivity,0.05215419501133789,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,age_group,fpr,0.09674622442223413,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,age_group,fnr,0.05215419501133789,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,age_group,ppv,0.17283485576168506,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex_age,auroc,0.18371562293130916,6,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex_age,auprc,0.4399441631374259,6,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex_age,brier,0.07150945173418612,6,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex_age,ece,0.07330161522394099,6,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex_age,sensitivity,0.26262626262626265,6,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex_age,fpr,0.14939045628700798,6,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex_age,fnr,0.26262626262626265,6,max_image_outcome,max_calibrated_image_probability
vits16,baseline,2,external_full,patient,sex_age,ppv,0.32862734134749794,6,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex,auroc,0.05986452530298403,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex,auprc,0.1382991102033011,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex,brier,0.008489893099281384,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex,ece,0.010714290447107066,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex,sensitivity,0.1060152874709206,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex,fpr,0.009071719354676544,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex,fnr,0.1060152874709206,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex,ppv,0.11835291145635973,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,age_group,auroc,0.06113280744859684,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,age_group,auprc,0.21691135594972355,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,age_group,brier,0.02638171196165698,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,age_group,ece,0.01583291955661978,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,age_group,sensitivity,0.09090909090909083,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,age_group,fpr,0.2714818266542405,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,age_group,fnr,0.09090909090909083,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,age_group,ppv,0.09897879025923015,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex_age,auroc,0.11974476101562115,4,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex_age,auprc,0.40442153928346314,4,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex_age,brier,0.034363227173821384,4,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex_age,ece,0.010804860147338169,4,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex_age,sensitivity,0.11931818181818177,4,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex_age,fpr,0.23916083916083908,4,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex_age,fnr,0.11931818181818177,4,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,internal_test,patient,sex_age,ppv,0.2634074074074074,4,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex,auroc,0.0019051794599104221,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex,auprc,0.07417958085801524,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex,brier,0.012527518191451398,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex,ece,0.021091554367806326,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex,sensitivity,0.015873015873015928,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex,fpr,0.03394064061122537,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex,fnr,0.015873015873015928,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex,ppv,0.042328042328042326,2,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,age_group,auroc,0.08606739981360012,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,age_group,auprc,0.30013793383223974,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,age_group,brier,0.022708959358727063,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,age_group,ece,0.04114632135519823,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,age_group,sensitivity,0.07516339869281041,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,age_group,fpr,0.10724733755097926,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,age_group,fnr,0.07516339869281041,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,age_group,ppv,0.17103427808280164,3,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex_age,auroc,0.18284608137549307,6,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex_age,auprc,0.43970635381014156,6,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex_age,brier,0.07160300419775742,6,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex_age,ece,0.07436777305467017,6,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex_age,sensitivity,0.26262626262626265,6,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex_age,fpr,0.15607802159526296,6,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex_age,fnr,0.26262626262626265,6,max_image_outcome,max_calibrated_image_probability
vits16,sex_erased,2,external_full,patient,sex_age,ppv,0.3182838283828383,6,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex,auroc,0.05989727455318117,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex,auprc,0.13793526284183077,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex,brier,0.008418621894956305,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex,ece,0.012738184875963988,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex,sensitivity,0.1060152874709206,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex,fpr,0.009832303027257017,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex,fnr,0.1060152874709206,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex,ppv,0.11875566405888774,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,age_group,auroc,0.06029634898055958,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,age_group,auprc,0.21731346459746226,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,age_group,brier,0.026467718755238748,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,age_group,ece,0.016012339547533012,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,age_group,sensitivity,0.09090909090909083,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,age_group,fpr,0.2716216216216216,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,age_group,fnr,0.09090909090909083,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,age_group,ppv,0.1,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex_age,auroc,0.11763949785772643,4,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex_age,auprc,0.40542159664663047,4,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex_age,brier,0.0344865109981943,4,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex_age,ece,0.010676847399817817,4,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex_age,sensitivity,0.11931818181818177,4,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex_age,fpr,0.2327505827505827,4,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex_age,fnr,0.11931818181818177,4,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,internal_test,patient,sex_age,ppv,0.2610659439927733,4,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex,auroc,0.0014451287684463798,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex,auprc,0.07522251740970531,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex,brier,0.012607918663974982,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex,ece,0.023596790679630178,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex,sensitivity,0.009768009768009733,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex,fpr,0.02650235086688213,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex,fnr,0.009768009768009733,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex,ppv,0.04422569027611045,2,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,age_group,auroc,0.08429070149357476,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,age_group,auprc,0.29787773911036125,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,age_group,brier,0.022359258400496754,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,age_group,ece,0.04088016379076638,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,age_group,sensitivity,0.060701203558346406,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,age_group,fpr,0.09789453963770511,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,age_group,fnr,0.060701203558346406,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,age_group,ppv,0.17135885885885888,3,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex_age,auroc,0.18281405291209218,6,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex_age,auprc,0.4398281889894864,6,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex_age,brier,0.07140475146816556,6,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex_age,ece,0.07378343634331065,6,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex_age,sensitivity,0.28535353535353536,6,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex_age,fpr,0.14939045628700798,6,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex_age,fnr,0.28535353535353536,6,max_image_outcome,max_calibrated_image_probability
vits16,age_erased,2,external_full,patient,sex_age,ppv,0.32862734134749794,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex,auroc,0.05970905530714832,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex,auprc,0.1375896088029429,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex,brier,0.008493181779040872,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex,ece,0.012157931732341398,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex,sensitivity,0.1060152874709206,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex,fpr,0.009071719354676544,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex,fnr,0.1060152874709206,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex,ppv,0.11835291145635973,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,age_group,auroc,0.060263373421268196,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,age_group,auprc,0.21630720722644547,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,age_group,brier,0.0263468169864326,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,age_group,ece,0.015929042606124738,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,age_group,sensitivity,0.09090909090909083,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,age_group,fpr,0.2714818266542405,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,age_group,fnr,0.09090909090909083,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,age_group,ppv,0.09897879025923015,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex_age,auroc,0.11890168881183005,4,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex_age,auprc,0.4041286195807289,4,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex_age,brier,0.03434639953635535,4,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex_age,ece,0.010867276567519131,4,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex_age,sensitivity,0.11931818181818177,4,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex_age,fpr,0.23916083916083908,4,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex_age,fnr,0.11931818181818177,4,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,internal_test,patient,sex_age,ppv,0.2634074074074074,4,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex,auroc,0.002296015115586081,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex,auprc,0.0737573979069639,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex,brier,0.012493143831084158,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex,ece,0.02094952578631873,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex,sensitivity,0.0073260073260073,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex,fpr,0.030928592418454248,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex,fnr,0.0073260073260073,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex,ppv,0.04140740740740739,2,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,age_group,auroc,0.08518128063408104,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,age_group,auprc,0.29855479971546006,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,age_group,brier,0.022709460607878637,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,age_group,ece,0.041446360043124464,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,age_group,sensitivity,0.06575963718820865,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,age_group,fpr,0.10103615742675565,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,age_group,fnr,0.06575963718820865,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,age_group,ppv,0.17542058050681086,3,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex_age,auroc,0.18371450773411557,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex_age,auprc,0.43980715707036966,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex_age,brier,0.07156258032036364,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex_age,ece,0.07497744816566979,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex_age,sensitivity,0.26262626262626265,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex_age,fpr,0.15607802159526296,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex_age,fnr,0.26262626262626265,6,max_image_outcome,max_calibrated_image_probability
vits16,joint_erased,2,external_full,patient,sex_age,ppv,0.3182838283828383,6,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex,auroc,0.06133863037814902,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex,auprc,0.0914735249797437,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex,brier,0.008160188238327353,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex,ece,0.0014162818924232413,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex,sensitivity,0.07407407407407407,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex,fpr,0.034070994210190664,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex,fnr,0.07407407407407407,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex,ppv,0.062346719803801354,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,age_group,auroc,0.06722230854124633,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,age_group,auprc,0.3427911634717833,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,age_group,brier,0.02773229441132255,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,age_group,ece,0.019985728795045968,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,age_group,sensitivity,0.032196969696969724,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,age_group,fpr,0.33145440905127843,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,age_group,fnr,0.032196969696969724,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,age_group,ppv,0.06071852411263352,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex_age,auroc,0.1114221724524076,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex_age,auprc,0.40464198756743197,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex_age,brier,0.04114472921464092,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex_age,ece,0.03698182702131869,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex_age,sensitivity,0.08333333333333337,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex_age,fpr,0.22419610273359492,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex_age,fnr,0.08333333333333337,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,internal_test,patient,sex_age,ppv,0.13152804642166344,4,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,external_full,patient,sex,auroc,0.011448994405209634,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,external_full,patient,sex,auprc,0.06127152858049767,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,external_full,patient,sex,brier,0.014638037094243994,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,external_full,patient,sex,ece,0.026345633674121738,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,external_full,patient,sex,sensitivity,0.015873015873015928,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,external_full,patient,sex,fpr,0.042187040846312085,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,external_full,patient,sex,fnr,0.015873015873015928,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,external_full,patient,sex,ppv,0.04044623681828646,2,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,external_full,patient,age_group,auroc,0.08340798248233317,3,max_image_outcome,max_calibrated_image_probability
vits16,baseline,3,external_full,patient,age_group,auprc,0.29902110056438763,3,max_image_outcome,max_calibrated_image_probability
