backbone,direction,source,target,attribute,split_index,scheme,confidence_fraction,round,auroc,source_auroc,target_local_auroc,best_C,n_target_unlabelled,n_target_labelled,coordinate_space
vits16,mbrset_to_brset,mbrset,brset,sex,1,self_training,1.0,8,0.5587345559588759,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,self_training,1.0,9,0.557976968886246,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,self_training,1.0,10,0.5571003032448648,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,0,0.5629569151451137,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,1,0.5523505794417998,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,2,0.5351093912558874,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,3,0.5137604883656562,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,4,0.5014502381104629,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,5,0.4935383686201076,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,6,0.4838997723679844,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,7,0.4748090775559127,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,8,0.4666347801369713,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,9,0.4615349968471309,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,confident_self_training,0.5,10,0.4582598986321075,0.5629569151451137,0.7629118858264647,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,0,0.622990223238467,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,1,0.6290686544083293,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,2,0.6291268001935092,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,3,0.627184343329929,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,4,0.6263687517831374,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,5,0.6276418860528677,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,6,0.6266848064288049,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,7,0.625343060132562,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,8,0.6246141704121166,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,9,0.6238462584091726,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,self_training,1.0,10,0.6242258857799701,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,0,0.622990223238467,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,1,0.6281197151941913,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,2,0.6272709159434193,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,3,0.6282537089258174,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,4,0.6321024430533101,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,5,0.6325457723620936,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,6,0.6128612274601094,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,7,0.5667268109440188,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,8,0.5180726145239385,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,9,0.4799723949654537,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,1,confident_self_training,0.5,10,0.4496348961542119,0.622990223238467,0.9124502788930283,0.01,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,0,0.6224891166261808,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,1,0.622946244903817,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,2,0.6207323620243341,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,3,0.6138355720216232,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,4,0.607403883464182,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,5,0.6099180889911816,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,6,0.6116296623097734,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,7,0.6115127225178201,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,8,0.6110928023558053,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,9,0.6117970988300705,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,self_training,1.0,10,0.6117970988300705,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,0,0.6224891166261808,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,1,0.6196294071684092,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,2,0.6027183186184095,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,3,0.5757238307349666,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,4,0.5600246636652121,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,5,0.5483173958571421,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,6,0.5453248002721508,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,7,0.5437062472426129,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,8,0.5465925339258283,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,9,0.5485592486086822,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,2,confident_self_training,0.5,10,0.5485140673254275,0.6224891166261808,0.7394209354120267,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,0,0.6036377340526816,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,1,0.6193445533164075,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,2,0.6197437321485243,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,3,0.6197437321485243,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,4,0.6197437321485243,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,5,0.6197437321485243,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,6,0.6197437321485243,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,7,0.6197437321485243,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,8,0.6197437321485243,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,9,0.6197437321485243,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,self_training,1.0,10,0.6197437321485243,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,0,0.6036377340526816,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,1,0.5993682561091717,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,2,0.589842510314186,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,3,0.5856374960330054,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,4,0.5852680696604253,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,5,0.586983794827039,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,6,0.5908094652491274,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,7,0.5895945731513805,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,8,0.5874152054903206,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,9,0.586071386067915,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,age65,2,confident_self_training,0.5,10,0.5876928951126626,0.6036377340526816,0.8607411337670582,1.0,1287,1284,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,0,0.6091600999396498,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,1,0.6079830249153673,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,2,0.6075065356106181,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,3,0.608147202814665,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,4,0.6083271917341153,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,5,0.6078660467035365,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,6,0.6087710088200988,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,7,0.6081346006731411,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,8,0.6080567124373335,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,9,0.6078395588690371,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,self_training,1.0,10,0.6078536195917559,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,0,0.6091600999396498,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,1,0.611866643204902,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,2,0.6106007114142263,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,3,0.6057230992119929,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,4,0.5982373688035387,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,5,0.5922414332275532,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,6,0.5858400704226339,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,7,0.5779134984338339,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,8,0.5721210641061605,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,9,0.5677735586534005,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,2,confident_self_training,0.5,10,0.5646963607349009,0.6091600999396498,0.7628467747619245,0.1,8524,8505,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,0,0.6633113533651163,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,1,0.6700146579063797,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,2,0.6721042882128931,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,3,0.675810371347411,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,4,0.6776653511075093,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,5,0.6789769908083143,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,6,0.679599925986876,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,7,0.6792953712853889,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,8,0.6786566721384004,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,9,0.6789154854888794,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,self_training,1.0,10,0.6795749879056767,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,0,0.6633113533651163,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,1,0.6744274061501184,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,2,0.6800864123895489,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,3,0.6816233993111404,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,4,0.6803467762942993,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,5,0.6815834725386503,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,6,0.6848209006446171,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,7,0.6871022828293687,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,8,0.6943865283710083,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,9,0.702231945346063,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,age65,2,confident_self_training,0.5,10,0.7055354012214233,0.6633113533651163,0.9152691865585552,0.1,8524,5649,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,0,0.6549585129510819,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,1,0.6475780174452909,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,2,0.6412552955121698,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,3,0.6370640670596552,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,4,0.6358999845852092,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,5,0.6368009525277598,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,6,0.634106021867741,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,7,0.633356544110221,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,8,0.6323280054855394,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,9,0.6305473313807931,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,self_training,1.0,10,0.6285487240274064,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,confident_self_training,0.5,0,0.6549585129510819,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,confident_self_training,0.5,1,0.635530561151538,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,confident_self_training,0.5,2,0.6067580568858933,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,confident_self_training,0.5,3,0.5929857386608268,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,confident_self_training,0.5,4,0.5882815697572437,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,confident_self_training,0.5,5,0.5892064572026938,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,confident_self_training,0.5,6,0.5897326862664845,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,confident_self_training,0.5,7,0.5908834801282086,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
vits16,brset_to_mbrset,brset,mbrset,sex,3,confident_self_training,0.5,8,0.5920528780477433,0.6549585129510819,0.7424746586155392,0.1,1287,1287,source-training-image-standardised-patient-mean-coordinates
