backbone,direction,source,target,attribute,split_index,k,draw,method,auroc,best_C,n_heldout,coordinate_space
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,9,target_local,0.7624720409480671,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,10,source_readout,0.5632314227502445,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,10,scratch,0.5419005331887048,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,10,anchored,0.601413774272115,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,10,target_local,0.7630088289521537,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,11,source_readout,0.5622828842885077,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,11,scratch,0.5784406311412311,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,11,anchored,0.6067531647454381,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,11,target_local,0.7625832440542976,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,12,source_readout,0.5628374929274356,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,12,scratch,0.5723719429111274,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,12,anchored,0.6157056303123372,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,12,target_local,0.7625583303378253,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,13,source_readout,0.5633314879596991,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,13,scratch,0.556304530263307,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,13,anchored,0.6027629839152358,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,13,target_local,0.7627873606678424,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,14,source_readout,0.5626579969278164,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,14,scratch,0.510571857137598,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,14,anchored,0.5646557252658382,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,14,target_local,0.7630506839958272,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,15,source_readout,0.5632444365033195,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,15,scratch,0.5690285221605457,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,15,anchored,0.6169542471614191,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,15,target_local,0.7630760080558647,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,16,source_readout,0.5624211700700562,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,16,scratch,0.5574087647978683,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,16,anchored,0.6009489722535061,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,16,target_local,0.7629260567929563,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,17,source_readout,0.5635665562021789,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,17,scratch,0.5563301474258914,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,17,anchored,0.6050167666380832,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,17,target_local,0.7626254508210272,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,18,source_readout,0.5629367960702687,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,18,scratch,0.5254465182817438,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,18,anchored,0.5799334610322509,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,18,target_local,0.7626952092271495,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,19,source_readout,0.5631324713304675,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,19,scratch,0.5379508591304608,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,19,anchored,0.5903629289526462,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,20,19,target_local,0.7626882920070467,0.1,8485,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,0,source_readout,0.5632340875793393,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,0,scratch,0.515615158027071,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,0,anchored,0.5639292057423431,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,0,target_local,0.7628681868236766,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,1,source_readout,0.562730768899274,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,1,scratch,0.5466083369550319,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,1,anchored,0.5930745805412015,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,1,target_local,0.7635082268341469,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,2,source_readout,0.5623217855758524,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,2,scratch,0.5585603550882,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,2,anchored,0.601463461342516,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,2,target_local,0.7627737334002536,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,3,source_readout,0.5637882340078844,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,3,scratch,0.5773037514656514,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,3,anchored,0.6072866919967135,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,3,target_local,0.7632533796910734,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,4,source_readout,0.5635330326644732,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,4,scratch,0.5779362942356374,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,4,anchored,0.6092548061739008,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,4,target_local,0.762698229694905,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,5,source_readout,0.5631370957201618,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,5,scratch,0.5685668097990232,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,5,anchored,0.5940545348092153,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,5,target_local,0.762752540413373,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,6,source_readout,0.5628070990720777,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,6,scratch,0.4897515083916554,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,6,anchored,0.5247627949854206,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,6,target_local,0.7630551455686645,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,7,source_readout,0.563389994761377,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,7,scratch,0.5414916769414282,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,7,anchored,0.5872067206444368,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,7,target_local,0.7634836099106672,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,8,source_readout,0.562392743710199,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,8,scratch,0.6082286287617994,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,8,anchored,0.6204771125777366,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,8,target_local,0.7624500533248608,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,9,source_readout,0.5631417593579435,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,9,scratch,0.5739703130528846,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,9,anchored,0.5885774759518632,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,9,target_local,0.7626584411902879,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,10,source_readout,0.563172751887504,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,10,scratch,0.5511329511039421,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,10,anchored,0.598075535111112,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,10,target_local,0.763065535445241,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,11,source_readout,0.5624397342883518,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,11,scratch,0.5578268061885411,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,11,anchored,0.5890197541070414,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,11,target_local,0.7626278028610651,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,12,source_readout,0.5633935957981451,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,12,scratch,0.5553446882877636,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,12,anchored,0.5865972599297998,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,12,target_local,0.7632337215723236,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,13,source_readout,0.5629385664308046,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,13,scratch,0.5527194734505004,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,13,anchored,0.594516707216702,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,13,target_local,0.7624569602314486,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,14,source_readout,0.5629256971518632,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,14,scratch,0.5703466664966504,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,14,anchored,0.6053083650431186,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,14,target_local,0.763600673122322,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,15,source_readout,0.5627197296554115,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,15,scratch,0.5292861103997588,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,15,anchored,0.5790661933133352,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,15,target_local,0.7629108089309962,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,16,source_readout,0.5642017629023082,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,16,scratch,0.5295303315326969,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,16,anchored,0.5687769686661395,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,16,target_local,0.7630461724934393,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,17,source_readout,0.563201914381986,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,17,scratch,0.5866027500350363,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,17,anchored,0.6487100673063289,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,17,target_local,0.7627188913812787,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,18,source_readout,0.5623079127292872,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,18,scratch,0.581103789790128,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,18,anchored,0.6144630269748351,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,18,target_local,0.7631200822972678,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,19,source_readout,0.563092879711322,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,19,scratch,0.5537473628309013,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,19,anchored,0.5848474512274989,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,50,19,target_local,0.7623266145071249,0.1,8455,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,0,source_readout,0.5631840016689722,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,0,scratch,0.600582813960149,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,0,anchored,0.6207311001272161,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,0,target_local,0.762805758670787,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,1,source_readout,0.562660536109505,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,1,scratch,0.6042646969736618,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,1,anchored,0.627222801925579,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,1,target_local,0.7623514751608363,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,2,source_readout,0.5636972512263085,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,2,scratch,0.618068308133264,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,2,anchored,0.6364001771729585,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,2,target_local,0.7619626696528459,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,3,source_readout,0.5640061807410317,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,3,scratch,0.5908341192485849,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,3,anchored,0.6150487924625739,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,3,target_local,0.7634272022623845,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,4,source_readout,0.5628934131639222,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,4,scratch,0.617125687772927,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,4,anchored,0.6421610464914127,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,4,target_local,0.7631264574979064,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,5,source_readout,0.5634948429501758,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,5,scratch,0.5850111175195116,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,5,anchored,0.6049467794083154,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,5,target_local,0.7638758699582984,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,6,source_readout,0.5630903848541257,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,6,scratch,0.6209431867211568,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,6,anchored,0.6453832094090455,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,6,target_local,0.7631996423084915,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,7,source_readout,0.5635180231187531,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,7,scratch,0.5750871377187583,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,7,anchored,0.5969266203087192,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,7,target_local,0.7628384379290646,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,8,source_readout,0.563261308726031,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,8,scratch,0.5933727061640012,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,8,anchored,0.6228707850179163,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,8,target_local,0.7628053404718693,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,9,source_readout,0.5620643636810729,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,9,scratch,0.6121472088866553,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,9,anchored,0.6296291782403217,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,9,target_local,0.7631899042479809,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,10,source_readout,0.5620130446996096,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,10,scratch,0.5874441390795776,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,10,anchored,0.6034048202563129,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,10,target_local,0.7638286732233088,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,11,source_readout,0.5638192458248514,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,11,scratch,0.5964620013112328,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,11,anchored,0.6388084652541819,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,11,target_local,0.7635288245993684,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,12,source_readout,0.5631848380668073,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,12,scratch,0.5999980523878979,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,12,anchored,0.6259263852809275,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,12,target_local,0.7621263049150441,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,13,source_readout,0.5629600860199327,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,13,scratch,0.5676338771233601,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,13,anchored,0.59410377761472,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,13,target_local,0.7633876525933172,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,14,source_readout,0.5642268702841351,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,14,scratch,0.548241097172342,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,14,anchored,0.5735309598035565,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,14,target_local,0.7638201300168487,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,15,source_readout,0.5640983039883152,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,15,scratch,0.6104831953934075,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,15,anchored,0.6354436965056374,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,15,target_local,0.7626038880789769,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,16,source_readout,0.5627932246517986,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,16,scratch,0.6170744882768687,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,16,anchored,0.6289387318273154,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,16,target_local,0.7622791864907891,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,17,source_readout,0.5636069202601006,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,17,scratch,0.6305433610742598,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,17,anchored,0.6441529876787845,0.1,8405,source-training-image-standardised-patient-mean-coordinates
vits16,mbrset_to_brset,mbrset,brset,sex,1,100,17,target_local,0.7622997379804552,0.1,8405,source-training-image-standardised-patient-mean-coordinates
