backbone,control_index,best_C,n_images,n_events,prevalence,auroc,auprc,brier,ece,calibration_intercept,calibration_slope,threshold,sensitivity,specificity,ppv,fpr,fnr,sex_age_sensitivity_gap,sex_age_ece_gap,analysis_unit,fairness_analysis_unit,patient_outcome_aggregation,patient_score_aggregation
vits16,10,0.01,4884.0,862.0,0.17649467649467648,0.8132394798446133,0.6166227259853914,0.11714976314737598,0.101778922083093,0.9689614475275822,0.7766436074784041,0.01760570332858931,0.8294663573085846,0.5857782197911486,0.3002939941201176,0.41422178020885136,0.17053364269141535,0.16329966329966328,0.05755629492064748,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,11,0.01,4884.0,862.0,0.17649467649467648,0.8123513829390788,0.6160815694996574,0.11763512835727512,0.10284667222515025,0.9854967617052915,0.7755552741357663,0.01615394015709641,0.8387470997679815,0.5621581302834411,0.29106280193236717,0.4378418697165589,0.16125290023201855,0.14057239057239057,0.06578503277210354,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,12,0.1,4884.0,862.0,0.17649467649467648,0.7899107115043594,0.569803077091454,0.11389346120198968,0.07061255897482228,0.14966188876088504,0.6209342177447271,0.01677779768486603,0.8700696055684455,0.4405768274490303,0.25,0.5594231725509697,0.12993039443155452,0.13636363636363635,0.11659852465865786,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,13,0.01,4884.0,862.0,0.17649467649467648,0.8140915221502155,0.618032088089787,0.11731168078510572,0.10237430664478336,1.0029976040477975,0.7863404150252099,0.017608992446890306,0.834106728538283,0.5860268523122825,0.3015939597315436,0.41397314768771754,0.16589327146171695,0.16329966329966328,0.06044950336784255,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,14,0.01,4884.0,862.0,0.17649467649467648,0.8138847129650035,0.6188107475325336,0.11803689629109432,0.10445477989267558,1.0361254814454004,0.7828203582695618,0.017444066071873033,0.8225058004640371,0.5997016409746395,0.30573523070288916,0.4002983590253605,0.1774941995359629,0.16329966329966328,0.06570467390607712,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,15,0.1,4884.0,862.0,0.17649467649467648,0.7907226610948368,0.5720856553989482,0.11377637210519331,0.0720014376094979,0.1746247537286025,0.62488090059479,0.01668145162825539,0.8665893271461717,0.44679264047737444,0.25134589502018845,0.5532073595226256,0.13341067285382835,0.15909090909090906,0.12200579646914816,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,16,0.01,4884.0,862.0,0.17649467649467648,0.8143897658008563,0.6180033953749224,0.1182525917817238,0.10478007894120725,1.0399711473818551,0.7801711007401281,0.01689575616957775,0.8271461716937355,0.5979612133267032,0.3060085836909871,0.40203878667329684,0.1728538283062645,0.16329966329966328,0.07123685449621159,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,17,0.01,4884.0,862.0,0.17649467649467648,0.8135749318423844,0.6169244306927503,0.11858366347201219,0.10517564267439998,1.041592485979879,0.7792242242245881,0.016335680535654873,0.8306264501160093,0.5862754848334162,0.30084033613445377,0.4137245151665838,0.16937354988399067,0.16329966329966328,0.07171764614311671,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,18,0.01,4884.0,862.0,0.17649467649467648,0.8135789699575766,0.6174558706377247,0.11840867330706104,0.10496476911745452,1.037114771327374,0.7792242969344725,0.01689371946524587,0.8248259860788864,0.595972153157633,0.3043664383561644,0.40402784684236703,0.17517401392111365,0.16329966329966328,0.0715941810560759,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,19,0.01,4884.0,862.0,0.17649467649467648,0.8147448315009905,0.6191711183666834,0.1181756538127786,0.1047980038304726,1.0548454848483417,0.787621296578815,0.0174109083986953,0.8213457076566125,0.6021879661859771,0.30675909878682844,0.39781203381402286,0.17865429234338748,0.1860269360269361,0.07144379101699944,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,20,0.01,4884.0,862.0,0.17649467649467648,0.814409667940019,0.618414708395789,0.11849674966717742,0.1053961829232117,1.057770601909995,0.7834871970071029,0.017352018380256466,0.8213457076566125,0.6046742913973148,0.30809399477806787,0.39532570860268523,0.17865429234338748,0.1860269360269361,0.07330010164305319,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,21,0.01,4884.0,862.0,0.17649467649467648,0.8134852279977525,0.6174190219253515,0.11819984341649929,0.10448012919424327,1.0293161454145807,0.7801619294492794,0.01702621781623189,0.8259860788863109,0.5937344604674292,0.3034953111679454,0.40626553953257083,0.17401392111368907,0.16329966329966328,0.07037936762866766,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,22,0.01,4884.0,862.0,0.17649467649467648,0.8115636620397558,0.6128812779356374,0.11895949813126423,0.10519283337413857,1.003683036544232,0.7651084359531853,0.017529527413872283,0.8062645011600929,0.612879164594729,0.3086145648312611,0.387120835405271,0.19373549883990715,0.1860269360269361,0.0702683568845294,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,23,0.01,4884.0,862.0,0.17649467649467648,0.8137292455300951,0.6169334471863992,0.11809512122812046,0.10409641178702034,1.0164428001230847,0.7773128306736818,0.01683214611017183,0.8259860788863109,0.591745400298359,0.30246389124893797,0.408254599701641,0.17401392111368907,0.16329966329966328,0.06908511437392241,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,24,0.01,4884.0,862.0,0.17649467649467648,0.8149288541790454,0.6196309371891197,0.11789495780269248,0.10436476089360198,1.0365837134069185,0.7808362850543176,0.017665415187419705,0.8190255220417634,0.6093983092988563,0.3100570926657883,0.3906016907011437,0.18097447795823662,0.2087542087542088,0.06588274244931078,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,25,0.01,4884.0,862.0,0.17649467649467648,0.8138117384547403,0.6169292321186997,0.1183331479842766,0.10466807695458616,1.0323101176294356,0.7790057512384262,0.017056389627279026,0.8236658932714617,0.5967180507210343,0.30445969125214406,0.40328194927896566,0.17633410672853833,0.16329966329966328,0.07086156237735629,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,26,0.01,4884.0,862.0,0.17649467649467648,0.8142293949403571,0.6182666620483994,0.11777207630732998,0.10364787592617015,1.0221204634673555,0.7832254247226695,0.01734083950562563,0.8271461716937355,0.594977623073098,0.3044406490179334,0.405022376926902,0.1728538283062645,0.16329966329966328,0.0680882964225036,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,27,0.01,4884.0,862.0,0.17649467649467648,0.8146969509922803,0.6190123244899758,0.11752952239718462,0.1032483480562874,1.0139300555225021,0.7818767861120677,0.017520848755909788,0.8248259860788864,0.5957235206364992,0.3042362002567394,0.40427647936350075,0.17517401392111365,0.16329966329966328,0.06690753664634116,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,28,0.01,4884.0,862.0,0.17649467649467648,0.8141532476252998,0.6179657724070753,0.1175900907702167,0.10290044831978075,1.015020816574062,0.7867854000036418,0.016097904474617137,0.8410672853828306,0.5591745400298359,0.2902321857485989,0.4408254599701641,0.1589327146171694,0.14057239057239057,0.05979641380995658,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,29,0.01,4884.0,862.0,0.17649467649467648,0.8144004379624363,0.6197662888656572,0.1177345562004034,0.10386499551061315,1.030944439821173,0.7847066989312238,0.016879212173081675,0.8294663573085846,0.5847836897066137,0.29979035639413,0.41521631029338635,0.17053364269141535,0.14057239057239057,0.06905458861064692,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,30,0.01,4884.0,862.0,0.17649467649467648,0.8140802731150367,0.6177869820244506,0.1182863941134414,0.10476283683828666,1.0386334134016095,0.7810778547778285,0.017107099252852392,0.8248259860788864,0.5974639482844356,0.3051502145922747,0.4025360517155644,0.17517401392111365,0.16329966329966328,0.07104493126123089,patient,patient,max_image_outcome,max_calibrated_image_probability
vits16,31,0.01,4884.0,862.0,0.17649467649467648,0.8150439404620295,0.6201827834464525,0.11805082138411048,0.10505548281076446,1.0429734360515952,0.7772250107916673,0.01571536691731838,0.834106728538283,0.5803083043262058,0.2987120897382634,0.41969169567379416,0.16589327146171695,0.16329966329966328,0.0665730121901507,patient,patient,max_image_outcome,max_calibrated_image_probability
