backbone,setting,attribute,metric,method,n_splits,mean_method_minus_baseline,min_method_minus_baseline,max_method_minus_baseline,improved_splits,value_column,analysis_unit,patient_outcome_aggregation,patient_score_aggregation
vits16,external_full,age_group,auprc,joint_erased,5,4.263953033615264e-05,-0.00133226069036807,0.001622665645811816,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,auprc,sex_erased,5,-0.0007215626940069275,-0.004636627536121596,0.001575897668791737,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,auroc,age_erased,5,-0.00010760428647296205,-0.0005753349673572883,0.00025174492661761416,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,auroc,joint_erased,5,0.00047129864967390136,-0.0016268701256711982,0.002310259791402647,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,auroc,sex_erased,5,0.0011940066249408244,-0.0005953827127850309,0.002485699642911565,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,brier,age_erased,5,-9.480486995669391e-06,-0.0001694969443958999,9.884545516067322e-05,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,brier,joint_erased,5,0.00011247445230190556,-3.506800370017826e-05,0.00019977782901797747,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,brier,sex_erased,5,0.00011175834702261966,-6.772586901238054e-05,0.0002588693056717606,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,ece,age_erased,5,0.00011570987429764811,-0.0001023207126773229,0.0002540421418186778,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,ece,joint_erased,5,2.8107937451826714e-05,-0.0010301536402942957,0.0008104587231563126,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,ece,sex_erased,5,-0.0002123908608601788,-0.001197449722926583,0.0005104200352300803,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,fnr,age_erased,5,0.0017094017094017033,0.0,0.008547008547008517,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,fnr,joint_erased,5,-0.004945567970778053,-0.021239264936743885,0.013605442176870763,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,fnr,sex_erased,5,-0.0030648156698577234,-0.021239264936743885,0.023009203681472523,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,fpr,age_erased,5,-0.002912298563858018,-0.006211180124223614,0.0011483152154709853,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,fpr,joint_erased,5,-0.003734418373862791,-0.018489429464916274,0.006211180124223614,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,fpr,sex_erased,5,-0.0028499212181512636,-0.02080961507976553,0.010501113128745132,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,ppv,age_erased,5,0.00011062652364337011,-0.0014759969028261821,0.0012300991984216247,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,ppv,joint_erased,5,-0.0006500942955169675,-0.004490873203224083,0.002585724745125806,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,ppv,sex_erased,5,-0.0019171140746421067,-0.006710464798370591,0.0015942028985507228,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,sensitivity,age_erased,5,0.0017094017094017033,0.0,0.008547008547008517,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,sensitivity,joint_erased,5,-0.004945567970778053,-0.021239264936743885,0.013605442176870763,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,age_group,sensitivity,sex_erased,5,-0.0030648156698577234,-0.021239264936743885,0.023009203681472523,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,auprc,age_erased,5,4.6588978395223354e-05,-0.0005079948542054957,0.0005102390372895282,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,auprc,joint_erased,5,-0.0010182792893223213,-0.0017558594713242837,0.00014391094694321538,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,auprc,sex_erased,5,-0.0006294630647576627,-0.0019258409993382353,0.00030747727342417264,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,auroc,age_erased,5,-0.00014628333758521795,-0.00037470080446866394,0.00014670492924973022,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,auroc,joint_erased,5,0.00032803195270132425,-0.0006377919432576373,0.0009975912763894312,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,auroc,sex_erased,5,0.000290315196280444,-0.0004355400696863798,0.0006067556207137725,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,brier,age_erased,5,4.6122501361356426e-05,-2.0697688192405916e-05,0.00011239465243831348,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,brier,joint_erased,5,7.841018642889552e-05,-5.586867930854056e-05,0.00030909306846355067,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,brier,sex_erased,5,5.497308199470807e-05,-5.065711193458222e-05,0.00029091367796299505,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,ece,age_erased,5,0.00011952599612011228,-4.93759575269509e-05,0.0002850220875223186,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,ece,joint_erased,5,-0.0001689681171694185,-0.0026124299814142132,0.0006218250487530774,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,ece,sex_erased,5,-0.00011940754062048642,-0.0024704013999266167,0.0007903500048429546,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,fnr,age_erased,5,-0.004517704517704546,-0.008547008547008628,0.0,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,fnr,joint_erased,5,-0.0024420024420024776,-0.010989010989011061,0.013431013431013272,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,fnr,sex_erased,5,-0.002319902319902356,-0.010989010989011061,0.013431013431013272,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,fpr,age_erased,5,-0.0010799294739934906,-0.004536438436673507,0.0030487804878049918,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,fpr,joint_erased,5,0.0010762562444901701,-0.0060975609756097615,0.00795254187481631,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,fpr,sex_erased,5,0.0015537760799294587,-0.0030855127828387507,0.009476932118718695,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,ppv,age_erased,5,0.0001981705830659819,-0.0022521276922604083,0.002926401014485658,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,ppv,joint_erased,5,-0.0009880156317945365,-0.0029169375624192306,0.002740539030861633,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,ppv,sex_erased,5,-0.0008122325186216029,-0.002638888888888913,0.0036626900694948783,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,sensitivity,age_erased,5,-0.004517704517704546,-0.008547008547008628,0.0,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,sensitivity,joint_erased,5,-0.0024420024420024776,-0.010989010989011061,0.013431013431013272,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex,sensitivity,sex_erased,5,-0.002319902319902356,-0.010989010989011061,0.013431013431013272,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,auprc,age_erased,5,-0.0010561661181397342,-0.0036925641929609343,0.00027089201087487913,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,auprc,joint_erased,5,-0.0008099328881550183,-0.004257820909240317,0.004302648508658968,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,auprc,sex_erased,5,-0.004633087138628233,-0.016499679375250986,-0.000237809327284344,5,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,auroc,age_erased,5,-0.00012386718269068452,-0.0010893246187363426,0.0015898251192371093,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,auroc,joint_erased,5,0.0023742191389250823,-1.1151971935907667e-06,0.0051914659757796855,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,auroc,sex_erased,5,0.002823206450657456,-0.000869541555816089,0.006781291095016684,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,brier,age_erased,5,-8.5601518227979e-06,-0.00010470026602055205,0.00010262950028973317,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,brier,joint_erased,5,-9.751499771426253e-05,-0.0003968261656489558,0.00035102860956487403,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,brier,sex_erased,5,-0.00012326370477667436,-0.00047448931861820975,0.00028562060520498367,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,ece,age_erased,5,-0.0005302346291569754,-0.0022983476589116536,0.0004818211193696603,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,ece,joint_erased,5,-0.0009256313861115695,-0.006168718021978686,0.0016758329417287943,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,ece,sex_erased,5,-0.00126240299839967,-0.006605470812908451,0.001066157830729178,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,fnr,age_erased,5,0.004545454545454542,0.0,0.022727272727272707,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,fnr,joint_erased,5,0.0,-0.022727272727272707,0.022727272727272707,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,fnr,sex_erased,5,-0.004545454545454542,-0.022727272727272707,0.022727272727272707,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,fpr,age_erased,5,-0.00452721945622554,-0.00909090909090915,0.0,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,fpr,joint_erased,5,-0.0033318991128321596,-0.01532567049808431,0.0066875653082549835,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,fpr,sex_erased,5,-0.0020685668150171254,-0.009009009009009028,0.0066875653082549835,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,ppv,age_erased,5,0.0007556018759770744,-0.0014851485148514865,0.0052631578947368585,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,ppv,joint_erased,5,-0.002273165782469733,-0.010343512964659629,0.0031659882406151474,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,ppv,sex_erased,5,-0.00385211315089079,-0.010343512964659629,0.0,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,sensitivity,age_erased,5,0.004545454545454542,0.0,0.022727272727272707,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,sensitivity,joint_erased,5,0.0,-0.022727272727272707,0.022727272727272707,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,external_full,sex_age,sensitivity,sex_erased,5,-0.004545454545454542,-0.022727272727272707,0.022727272727272707,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,auprc,age_erased,5,-5.89455819642204e-05,-0.00055760509295677,0.00034012144174733194,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,auprc,joint_erased,5,-0.0010305034790877964,-0.002450703283793265,0.0005872937820250446,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,auprc,sex_erased,5,-0.000806800736213531,-0.00260247073142994,0.000935461352082334,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,auroc,age_erased,5,-7.672562644012171e-05,-0.00038859433596261095,0.00015614620225068432,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,auroc,joint_erased,5,5.649305123205384e-05,-0.0004215698952539926,0.00043347924408254634,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,auroc,sex_erased,5,0.00036688946846834546,0.00011733898991317382,0.0005255857191678315,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,brier,age_erased,5,-1.9522334757747507e-05,-4.037890721823867e-05,2.538920435444375e-05,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,brier,joint_erased,5,-7.282310559152197e-05,-0.00015804067820677364,-1.2014017124889476e-05,5,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,brier,sex_erased,5,-6.978474747779337e-05,-0.0001231457029823961,-3.124829729574466e-05,5,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,ece,age_erased,5,-0.00047459275641660234,-0.0023927706454178847,6.837794323508867e-05,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,ece,joint_erased,5,-4.580200414174215e-05,-0.00017334590980573952,4.77636114562946e-05,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,ece,sex_erased,5,-6.716507960195864e-05,-0.0002074461576327402,9.771190338778504e-05,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,fnr,age_erased,5,0.0,0.0,0.0,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,fnr,joint_erased,5,-0.009756097560975596,-0.04878048780487798,0.0,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,fnr,sex_erased,5,-0.009756097560975596,-0.04878048780487798,0.0,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,fpr,age_erased,5,0.0003122751250027811,-0.003058103975535187,0.0023419203747072626,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,fpr,joint_erased,5,3.2183974572719263e-06,-0.007485614139650987,0.004586871629579159,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,fpr,sex_erased,5,0.00040147006895796533,-0.0036895918034299813,0.005381434052518785,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,ppv,age_erased,5,0.0006285458431881469,-0.0003591389643330112,0.0010754133620110295,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,ppv,joint_erased,5,0.000994358812003926,-0.0014344077815373335,0.004905063291139211,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,ppv,sex_erased,5,0.0009186448507989664,-0.003065364722668079,0.005980476653150241,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,sensitivity,age_erased,5,0.0,0.0,0.0,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,sensitivity,joint_erased,5,-0.009756097560975596,-0.04878048780487798,0.0,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,age_group,sensitivity,sex_erased,5,-0.009756097560975596,-0.04878048780487798,0.0,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,auprc,age_erased,5,-3.728277397103685e-05,-0.00043975855832145694,0.0003689343313214577,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,auprc,joint_erased,5,-0.00027759735261836396,-0.002852210038780778,0.0020499499041743974,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,auprc,sex_erased,5,-0.000783075276579237,-0.005024751620431034,0.0014911458896008645,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,auroc,age_erased,5,-1.2042661506739272e-05,-0.00013128261928119223,0.0001129053172538308,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,auroc,joint_erased,5,5.114292236265694e-05,-0.0004042023763765057,0.0009845648643422855,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,auroc,sex_erased,5,-2.141246812601416e-05,-0.0007645924362480461,0.0007083863125421086,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,brier,age_erased,5,-7.995568798081081e-06,-3.474863575726739e-05,2.5953062743677008e-05,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,brier,joint_erased,5,6.993081379991355e-05,-1.3388172343233029e-05,0.0001299006128752736,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,brier,sex_erased,5,7.346966952392341e-05,7.653758476864475e-06,0.00017100123101774709,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,ece,age_erased,5,-1.443875559417572e-05,-4.898190015096421e-05,2.6788525607944133e-05,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,ece,joint_erased,5,1.0717244013330045e-05,-0.0005918710481871894,0.00037135662949604013,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,ece,sex_erased,5,-0.00027918777876809463,-0.002035512333421521,0.0003320170889893181,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,fnr,age_erased,5,0.0,0.0,0.0,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,fnr,joint_erased,5,0.00012987012987013545,0.0,0.0006493506493506773,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,fnr,sex_erased,5,0.00012987012987013545,0.0,0.0006493506493506773,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,fpr,age_erased,5,-0.0003716405096826136,-0.003527336860670194,0.0034071550255535543,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,fpr,joint_erased,5,-2.7832945213335235e-05,-0.003116714592169001,0.009351063114503955,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,fpr,sex_erased,5,0.0010564039811235438,-0.0020387359836900876,0.007204663118641541,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,ppv,age_erased,5,-0.0009036512224956467,-0.002078050154973199,0.000596460078788219,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,ppv,joint_erased,5,-0.0005951444577790537,-0.003434317166918957,0.0020218652988740204,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,ppv,sex_erased,5,-0.0009101784420866898,-0.003561976502914274,0.00045853050144896434,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,sensitivity,age_erased,5,0.0,0.0,0.0,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,sensitivity,joint_erased,5,0.00012987012987013545,0.0,0.0006493506493506773,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex,sensitivity,sex_erased,5,0.00012987012987013545,0.0,0.0006493506493506773,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,auprc,age_erased,5,-9.743623083445785e-05,-0.0018155410312272746,0.0006741707763806559,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,auprc,joint_erased,5,-0.00039440681058956485,-0.0016346325503643344,0.00032049968694636277,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,auprc,sex_erased,5,-0.0003953228735976588,-0.002881690272105719,0.001322751322751281,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,auroc,age_erased,5,-0.0002582334483381299,-0.0008430722037910954,0.00037327360955585753,3,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,auroc,joint_erased,5,6.018381436678766e-05,-0.00060606060606061,0.0004954787563483665,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,auroc,sex_erased,5,0.00018498462681357797,-0.0010101010101010166,0.0012621909541036258,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,brier,age_erased,5,-1.5145570066955882e-05,-6.711188926133288e-05,8.00134095008953e-05,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,brier,joint_erased,5,-3.631398172674258e-05,-0.0001890650126770005,0.00012891110880132103,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,brier,sex_erased,5,-4.437717630087074e-05,-0.00017223737521096516,0.000145052714045725,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,ece,age_erased,5,-0.00011448905290163889,-0.00046954694300650746,4.9495094104370224e-05,4,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,ece,joint_erased,5,6.932388813293833e-05,-0.00011938105069950189,0.00016728250665358144,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,ece,sex_erased,5,0.00010914250955285781,-6.512351900772595e-06,0.0001940122687755265,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,fnr,age_erased,5,0.0,0.0,0.0,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,fnr,joint_erased,5,-0.0005291005291005347,-0.002645502645502673,0.0,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,fnr,sex_erased,5,-0.0005291005291005347,-0.002645502645502673,0.0,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,fpr,age_erased,5,0.0004955994189524082,-0.0035460992907802025,0.006024096385542244,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,fpr,joint_erased,5,0.0013624453029692286,-0.008400468222819035,0.0064102564102563875,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,fpr,sex_erased,5,0.0020830409488985734,-0.004854368932038833,0.009615384615384581,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,ppv,age_erased,5,0.00013750331020169758,-0.0005120036409147766,0.0011995201919232645,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,ppv,joint_erased,5,0.005352801674003959,-0.0006343658458660417,0.018319787474683658,2,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,ppv,sex_erased,5,0.005236756194159914,-0.0006343658458660417,0.019540229885057436,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,sensitivity,age_erased,5,0.0,0.0,0.0,0,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,sensitivity,joint_erased,5,-0.0005291005291005347,-0.002645502645502673,0.0,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
vits16,internal_test,sex_age,sensitivity,sex_erased,5,-0.0005291005291005347,-0.002645502645502673,0.0,1,gap_max_minus_min,patient,max_image_outcome,max_calibrated_image_probability
