method,mean_l2_distance,covariance_frobenius_distance,covariance_relative_distance,backbone,direction,source,target,split_index,source_reference_n,target_n,source_shrinkage,target_shrinkage,subspace_components,subspace_source_variance,ot_regularisation,ot_regularisation_scale,ot_iterations,ot_variance_kept,ot_support_patients,coordinate_space
ot_entropic,1.712308296388544e-08,61.61778466949986,0.45040426136138684,convnext_tiny,mbrset_to_brset,mbrset,brset,1,772,8524,0.024016542598690245,0.0016767742843483231,52.0,0.9503369912582231,79.92002607548743,0.05,210.0,0.3776782513897826,772.0,source-training-image-standardised-patient-mean-coordinates
unaligned,26.925715865485223,154.475595657599,0.7906921265398501,convnext_tiny,brset_to_mbrset,brset,mbrset,2,5114,1287,0.0031371080899755027,0.012326705067519348,55.0,0.9508917803033681,75.76069120315344,0.05,188.0,0.35508850967432454,3000.0,source-training-image-standardised-patient-mean-coordinates
mean_variance,1.7236796069815197e-08,149.4486551243359,0.7649614453709916,convnext_tiny,brset_to_mbrset,brset,mbrset,2,5114,1287,0.0031371080899755027,0.012326705067519348,55.0,0.9508917803033681,75.76069120315344,0.05,188.0,0.35508850967432454,3000.0,source-training-image-standardised-patient-mean-coordinates
coral,1.8021642512430987e-08,2.560745471705939,0.013107321411716194,convnext_tiny,brset_to_mbrset,brset,mbrset,2,5114,1287,0.0031371080899755027,0.012326705067519348,55.0,0.9508917803033681,75.76069120315344,0.05,188.0,0.35508850967432454,3000.0,source-training-image-standardised-patient-mean-coordinates
subspace,1.4214498509771727e-08,49.10409753838809,0.2513421174339285,convnext_tiny,brset_to_mbrset,brset,mbrset,2,5114,1287,0.0031371080899755027,0.012326705067519348,55.0,0.9508917803033681,75.76069120315344,0.05,188.0,0.35508850967432454,3000.0,source-training-image-standardised-patient-mean-coordinates
ot_gaussian,1.755426137474564e-08,1.9014551594378601,0.009732706432597805,convnext_tiny,brset_to_mbrset,brset,mbrset,2,5114,1287,0.0031371080899755027,0.012326705067519348,55.0,0.9508917803033681,75.76069120315344,0.05,188.0,0.35508850967432454,3000.0,source-training-image-standardised-patient-mean-coordinates
ot_entropic,0.213808179503602,95.40007938879769,0.48831073492797566,convnext_tiny,brset_to_mbrset,brset,mbrset,2,5114,1287,0.0031371080899755027,0.012326705067519348,55.0,0.9508917803033681,75.76069120315344,0.05,188.0,0.35508850967432454,3000.0,source-training-image-standardised-patient-mean-coordinates
unaligned,28.607992455201448,183.6777131802987,1.3223483491116865,convnext_tiny,mbrset_to_brset,mbrset,brset,2,772,8524,0.02355023655394706,0.0016696554391444278,53.0,0.9507772688105187,81.13968167406463,0.05,200.0,0.3734696409079645,772.0,source-training-image-standardised-patient-mean-coordinates
mean_variance,5.938431732703209e-09,109.05155104572175,0.7850932810331087,convnext_tiny,mbrset_to_brset,mbrset,brset,2,772,8524,0.02355023655394706,0.0016696554391444278,53.0,0.9507772688105187,81.13968167406463,0.05,200.0,0.3734696409079645,772.0,source-training-image-standardised-patient-mean-coordinates
coral,5.780966032195205e-09,3.412056874454172,0.024564372546280185,convnext_tiny,mbrset_to_brset,mbrset,brset,2,772,8524,0.02355023655394706,0.0016696554391444278,53.0,0.9507772688105187,81.13968167406463,0.05,200.0,0.3734696409079645,772.0,source-training-image-standardised-patient-mean-coordinates
subspace,6.774561652365449e-09,91.63803817742556,0.6597284254122013,convnext_tiny,mbrset_to_brset,mbrset,brset,2,772,8524,0.02355023655394706,0.0016696554391444278,53.0,0.9507772688105187,81.13968167406463,0.05,200.0,0.3734696409079645,772.0,source-training-image-standardised-patient-mean-coordinates
ot_gaussian,5.395552068909651e-09,3.1878513596609026,0.022950252971209083,convnext_tiny,mbrset_to_brset,mbrset,brset,2,772,8524,0.02355023655394706,0.0016696554391444278,53.0,0.9507772688105187,81.13968167406463,0.05,200.0,0.3734696409079645,772.0,source-training-image-standardised-patient-mean-coordinates
ot_entropic,1.8340410952252742e-08,61.62209912123667,0.4436351021083173,convnext_tiny,mbrset_to_brset,mbrset,brset,2,772,8524,0.02355023655394706,0.0016696554391444278,53.0,0.9507772688105187,81.13968167406463,0.05,200.0,0.3734696409079645,772.0,source-training-image-standardised-patient-mean-coordinates
unaligned,26.84293845421776,153.22758729721775,0.7886147496655173,convnext_tiny,brset_to_mbrset,brset,mbrset,3,5114,1287,0.0031340892954870364,0.01231502515447313,55.0,0.9507256529798076,75.83362858969373,0.05,142.0,0.3652820061337048,3000.0,source-training-image-standardised-patient-mean-coordinates
mean_variance,1.7297134804199787e-08,148.53793870967945,0.7644785865103338,convnext_tiny,brset_to_mbrset,brset,mbrset,3,5114,1287,0.0031340892954870364,0.01231502515447313,55.0,0.9507256529798076,75.83362858969373,0.05,142.0,0.3652820061337048,3000.0,source-training-image-standardised-patient-mean-coordinates
coral,1.713885894169219e-08,2.5692844633690783,0.013223308280441085,convnext_tiny,brset_to_mbrset,brset,mbrset,3,5114,1287,0.0031340892954870364,0.01231502515447313,55.0,0.9507256529798076,75.83362858969373,0.05,142.0,0.3652820061337048,3000.0,source-training-image-standardised-patient-mean-coordinates
subspace,1.4257453842763586e-08,49.67647851356375,0.25566938929377675,convnext_tiny,brset_to_mbrset,brset,mbrset,3,5114,1287,0.0031340892954870364,0.01231502515447313,55.0,0.9507256529798076,75.83362858969373,0.05,142.0,0.3652820061337048,3000.0,source-training-image-standardised-patient-mean-coordinates
ot_gaussian,1.7121880933615263e-08,1.8901030549357636,0.009727772745118867,convnext_tiny,brset_to_mbrset,brset,mbrset,3,5114,1287,0.0031340892954870364,0.01231502515447313,55.0,0.9507256529798076,75.83362858969373,0.05,142.0,0.3652820061337048,3000.0,source-training-image-standardised-patient-mean-coordinates
ot_entropic,0.40000750043572064,94.04895665139371,0.48404073779531903,convnext_tiny,brset_to_mbrset,brset,mbrset,3,5114,1287,0.0031340892954870364,0.01231502515447313,55.0,0.9507256529798076,75.83362858969373,0.05,142.0,0.3652820061337048,3000.0,source-training-image-standardised-patient-mean-coordinates
unaligned,28.65144140741431,182.3982021748752,1.3435670711159493,convnext_tiny,mbrset_to_brset,mbrset,brset,3,772,8524,0.02429992821148472,0.0016684786714096852,53.0,0.9508494990583322,81.11029882416409,0.05,203.0,0.3723685745847648,772.0,source-training-image-standardised-patient-mean-coordinates
mean_variance,5.580657159066766e-09,106.48757308542058,0.784400257100407,convnext_tiny,mbrset_to_brset,mbrset,brset,3,772,8524,0.02429992821148472,0.0016684786714096852,53.0,0.9508494990583322,81.11029882416409,0.05,203.0,0.3723685745847648,772.0,source-training-image-standardised-patient-mean-coordinates
coral,5.799656791937147e-09,3.440753671690488,0.0253450049286803,convnext_tiny,mbrset_to_brset,mbrset,brset,3,772,8524,0.02429992821148472,0.0016684786714096852,53.0,0.9508494990583322,81.11029882416409,0.05,203.0,0.3723685745847648,772.0,source-training-image-standardised-patient-mean-coordinates
subspace,6.79468094878074e-09,95.53757010357819,0.7037412195682299,convnext_tiny,mbrset_to_brset,mbrset,brset,3,772,8524,0.02429992821148472,0.0016684786714096852,53.0,0.9508494990583322,81.11029882416409,0.05,203.0,0.3723685745847648,772.0,source-training-image-standardised-patient-mean-coordinates
ot_gaussian,5.566227042892328e-09,3.2161357596560296,0.023690442402329433,convnext_tiny,mbrset_to_brset,mbrset,brset,3,772,8524,0.02429992821148472,0.0016684786714096852,53.0,0.9508494990583322,81.11029882416409,0.05,203.0,0.3723685745847648,772.0,source-training-image-standardised-patient-mean-coordinates
ot_entropic,1.884371772795597e-08,61.65253283736542,0.45413996400995843,convnext_tiny,mbrset_to_brset,mbrset,brset,3,772,8524,0.02429992821148472,0.0016684786714096852,53.0,0.9508494990583322,81.11029882416409,0.05,203.0,0.3723685745847648,772.0,source-training-image-standardised-patient-mean-coordinates
unaligned,26.871416815356596,154.9616529309849,0.7934863356937737,convnext_tiny,brset_to_mbrset,brset,mbrset,4,5114,1287,0.003156943960227395,0.012293383156003526,55.0,0.9507982416021318,75.74552855617496,0.05,145.0,0.34415800349038606,3000.0,source-training-image-standardised-patient-mean-coordinates
mean_variance,1.7225334054304478e-08,150.1733050043748,0.7689674397059715,convnext_tiny,brset_to_mbrset,brset,mbrset,4,5114,1287,0.003156943960227395,0.012293383156003526,55.0,0.9507982416021318,75.74552855617496,0.05,145.0,0.34415800349038606,3000.0,source-training-image-standardised-patient-mean-coordinates
coral,1.7065800522766733e-08,2.5623399750409797,0.013120547691256612,convnext_tiny,brset_to_mbrset,brset,mbrset,4,5114,1287,0.003156943960227395,0.012293383156003526,55.0,0.9507982416021318,75.74552855617496,0.05,145.0,0.34415800349038606,3000.0,source-training-image-standardised-patient-mean-coordinates
subspace,1.3599571470866002e-08,49.35792325931781,0.2527388997453026,convnext_tiny,brset_to_mbrset,brset,mbrset,4,5114,1287,0.003156943960227395,0.012293383156003526,55.0,0.9507982416021318,75.74552855617496,0.05,145.0,0.34415800349038606,3000.0,source-training-image-standardised-patient-mean-coordinates
ot_gaussian,1.7066326374791482e-08,1.8904353982176165,0.009680037794031308,convnext_tiny,brset_to_mbrset,brset,mbrset,4,5114,1287,0.003156943960227395,0.012293383156003526,55.0,0.9507982416021318,75.74552855617496,0.05,145.0,0.34415800349038606,3000.0,source-training-image-standardised-patient-mean-coordinates
ot_entropic,0.28909843898646126,96.04471265811465,0.4918001690637001,convnext_tiny,brset_to_mbrset,brset,mbrset,4,5114,1287,0.003156943960227395,0.012293383156003526,55.0,0.9507982416021318,75.74552855617496,0.05,145.0,0.34415800349038606,3000.0,source-training-image-standardised-patient-mean-coordinates
unaligned,28.50847545352098,179.90158019142407,1.3034149622607905,convnext_tiny,mbrset_to_brset,mbrset,brset,4,772,8524,0.023044402152733574,0.0016694312749165863,53.0,0.9509583592537636,80.70256978196367,0.05,168.0,0.37348901312535093,772.0,source-training-image-standardised-patient-mean-coordinates
mean_variance,5.580065920578457e-09,106.81582922519029,0.7738973158004719,convnext_tiny,mbrset_to_brset,mbrset,brset,4,772,8524,0.023044402152733574,0.0016694312749165863,53.0,0.9509583592537636,80.70256978196367,0.05,168.0,0.37348901312535093,772.0,source-training-image-standardised-patient-mean-coordinates
coral,5.692517901351245e-09,3.31768005250089,0.024037108600283245,convnext_tiny,mbrset_to_brset,mbrset,brset,4,772,8524,0.023044402152733574,0.0016694312749165863,53.0,0.9509583592537636,80.70256978196367,0.05,168.0,0.37348901312535093,772.0,source-training-image-standardised-patient-mean-coordinates
subspace,6.900190717230876e-09,91.21020737903811,0.6608321554610507,convnext_tiny,mbrset_to_brset,mbrset,brset,4,772,8524,0.023044402152733574,0.0016694312749165863,53.0,0.9509583592537636,80.70256978196367,0.05,168.0,0.37348901312535093,772.0,source-training-image-standardised-patient-mean-coordinates
ot_gaussian,5.586196509809132e-09,3.0979675757818512,0.022445257493437756,convnext_tiny,mbrset_to_brset,mbrset,brset,4,772,8524,0.023044402152733574,0.0016694312749165863,53.0,0.9509583592537636,80.70256978196367,0.05,168.0,0.37348901312535093,772.0,source-training-image-standardised-patient-mean-coordinates
ot_entropic,1.9862198504873455e-08,61.614802449536626,0.446408838232635,convnext_tiny,mbrset_to_brset,mbrset,brset,4,772,8524,0.023044402152733574,0.0016694312749165863,53.0,0.9509583592537636,80.70256978196367,0.05,168.0,0.37348901312535093,772.0,source-training-image-standardised-patient-mean-coordinates
