backbone,direction,source,target,split_index,attribute,best_C,source_train_n,source_train_positive,source_validation_n,size_capped,method,target_local_auroc,external_auroc,transport_penalty,n,n_negative,n_positive,coordinate_space
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,unaligned,0.7212633749887045,0.5796466292104969,0.1416167457782076,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,mean_variance,0.7212633749887045,0.5876702935720323,0.13359308141667225,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,sex,0.1,772,296,257,True,coral,0.7212633749887045,0.6020299684794106,0.11923340650929393,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,unaligned,0.8538137694382735,0.5470485560139637,0.30676521342430974,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,mean_variance,0.8538137694382735,0.5377385155506188,0.3160752538876547,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,2,age65,0.1,3406,1365,1138,False,coral,0.8538137694382735,0.5467187995874325,0.30709496985084095,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,unaligned,0.9049820342445078,0.5056593938779983,0.39932264036650955,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,mean_variance,0.9049820342445078,0.4991092065710423,0.40587282767346555,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,2,age65,0.1,770,331,256,False,coral,0.9049820342445078,0.5551176819006901,0.34986435234381774,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,unaligned,0.8538137694382735,0.5117423040304665,0.342071465407807,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,mean_variance,0.8538137694382735,0.5133737305617265,0.34044003887654695,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,2,age65,0.1,770,309,256,True,coral,0.8538137694382735,0.5357153483021263,0.31809842113614717,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,unaligned,0.7247423337993207,0.589783182994828,0.13495915080449272,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,mean_variance,0.7247423337993207,0.588698832196714,0.1360435016026067,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,sex,0.1,5105,1987,1699,False,coral,0.7247423337993207,0.6035395548846283,0.12120277891469244,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,unaligned,0.7322126606714701,0.5570068373618957,0.17520582330957435,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,mean_variance,0.7322126606714701,0.5678426954020387,0.16436996526943137,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,sex,1.0,772,281,257,False,coral,0.7322126606714701,0.55557970317756,0.17663295749391006,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,unaligned,0.7009185089113438,0.5512887296617782,0.14962977924956555,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,mean_variance,0.7009185089113438,0.5519159521822561,0.1490025567290877,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,sex,0.01,772,300,257,True,coral,0.7009185089113438,0.579580186146887,0.12133832276445677,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,unaligned,0.8573096834338305,0.6000128927324659,0.2572967907013646,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,mean_variance,0.8573096834338305,0.5911565772770548,0.2661531061567757,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,3,age65,0.1,3354,1379,1119,False,coral,0.8573096834338305,0.5331467192954618,0.32416296413836876,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,unaligned,0.8966739060322764,0.5709015491070875,0.3257723569251889,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,mean_variance,0.8966739060322764,0.5648194999772586,0.3318544060550178,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,3,age65,0.01,770,320,256,False,coral,0.8966739060322764,0.5437089619969485,0.35296494403532785,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,unaligned,0.8482500595049189,0.6115692438908282,0.2366808156140907,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,mean_variance,0.8482500595049189,0.6014385314185973,0.24681152808632167,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,3,age65,0.01,770,317,256,True,coral,0.8482500595049189,0.5228622857822913,0.3253877737226276,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,unaligned,0.7163040647208594,0.5649361349272581,0.15136792979360125,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,mean_variance,0.7163040647208594,0.5820438949455433,0.13426016977531607,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,sex,0.1,5102,1965,1702,False,coral,0.7163040647208594,0.5987955201428792,0.11750854457798021,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,unaligned,0.728663057475567,0.5319551802502972,0.19670787722526983,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,mean_variance,0.728663057475567,0.5339653676814813,0.19469768979408575,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,sex,10.0,772,280,257,False,coral,0.728663057475567,0.5482641016796788,0.18039895579588827,8505,5224,3281,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,unaligned,0.708647166070451,0.5549803062759461,0.1536668597945049,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,mean_variance,0.708647166070451,0.5454497132317375,0.16319745283871345,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,sex,1.0,772,297,257,True,coral,0.708647166070451,0.5558307774901532,0.15281638858029778,1287,838,449,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,age65,0.1,3403,1405,1100,False,unaligned,0.8569179427165978,0.55677761028245,0.30014033243414784,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,age65,0.1,3403,1405,1100,False,mean_variance,0.8569179427165978,0.5418765867978419,0.3150413559187559,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset,brset,mbrset,4,age65,0.1,3403,1405,1100,False,coral,0.8569179427165978,0.5338335052364329,0.3230844374801649,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,age65,0.1,770,332,257,False,unaligned,0.9052925327373691,0.588377587875079,0.3169149448622901,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,age65,0.1,770,332,257,False,mean_variance,0.9052925327373691,0.5965802783968509,0.3087122543405182,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,mbrset_to_brset,mbrset,brset,4,age65,0.1,770,332,257,False,coral,0.9052925327373691,0.5620367719113992,0.34325576082596987,5649,3313,2336,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,age65,0.1,770,318,257,True,unaligned,0.8569179427165978,0.5818812480165028,0.27503669470009506,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,age65,0.1,770,318,257,True,mean_variance,0.8569179427165978,0.5940475245953666,0.26287041812123124,1284,736,548,source-training-image-standardised-patient-mean-coordinates
convnext_tiny,brset_to_mbrset_sizematched,brset,mbrset,4,age65,0.1,770,318,257,True,coral,0.8569179427165978,0.5361368414788956,0.3207811012377022,1284,736,548,source-training-image-standardised-patient-mean-coordinates
